ordernumber,quantityordered,priceeach,orderlinenumber,sales,orderdate,days_since_lastorder,status,productline,msrp,productcode,customername,phone,addressline1,city,postalcode,country,contactlastname,contactfirstname,dealsize
10135,42,190.68,7,8008.56,2018-07-02,852,shipped,classic cars,194,s12_1099,mini gifts distributors ltd.,4155551450,5677 strong st.,san rafael,97562,usa,nelson,valarie,large
10147,48,192.62,7,9245.76,2018-09-05,788,shipped,classic cars,194,s12_1099,collectables for less inc.,6175558555,7825 douglas av.,brickhaven,58339,usa,nelson,allen,large
10169,30,167.33,2,5019.9,2018-11-04,729,shipped,classic cars,194,s12_1099,"anna's decorations, ltd",02 9936 8555,201 miller street,north sydney,2060,australia,o'hara,anna,medium
10181,27,200.41,14,5411.07,2018-11-12,722,shipped,classic cars,194,s12_1099,herkku gifts,+47 2267 3215,"drammen 121, pr 744 sentrum",bergen,n 5804,norway,oeztan,veysel,medium
10191,21,182.9,3,3840.9,2018-11-20,715,shipped,classic cars,194,s12_1099,"toms spezialitten, ltd",0221-5554327,mehrheimerstr. 369,koln,50739,germany,pfalzheim,henriette,medium
10203,20,196.52,8,3930.4,2018-12-02,704,shipped,classic cars,194,s12_1099,euro shopping channel,(91) 555 94 44,"c/ moralzarzal, 86",madrid,28034,spain,freyre,diego,medium
10211,41,182.9,2,7498.9,2019-01-15,661,shipped,classic cars,194,s12_1099,auto canal petit,(1) 47.55.6555,"25, rue lauriston",paris,75016,france,perrier,dominique,large
10225,27,167.33,9,4517.91,2019-02-22,624,shipped,classic cars,194,s12_1099,"vida sport, ltd",0897-034555,grenzacherweg 237,gensve,1203,switzerland,holz,michael,medium
10238,28,206.24,3,5774.72,2019-04-09,579,shipped,classic cars,194,s12_1099,danish wholesale imports,31 12 3555,vinb'ltet 34,kobenhavn,1734,denmark,petersen,jytte,medium
10253,24,163.44,13,3922.56,2019-06-01,527,cancelled,classic cars,194,s12_1099,"uk collectables, ltd.",(171) 555-2282,berkeley gardens 12  brewery,liverpool,wx1 6lt,uk,devon,elizabeth,medium
10266,44,208.19,14,9160.36,2019-07-06,493,shipped,classic cars,194,s12_1099,l'ordine souveniers,0522-556555,strada provinciale 124,reggio emilia,42100,italy,moroni,maurizio,large
10276,50,192.62,3,9631.0,2019-08-02,467,shipped,classic cars,194,s12_1099,online mini collectables,6175557555,7635 spinnaker dr.,brickhaven,58339,usa,barajas,miguel,large
10287,21,163.44,12,3432.24,2019-08-30,440,shipped,classic cars,194,s12_1099,"vida sport, ltd",0897-034555,grenzacherweg 237,gensve,1203,switzerland,holz,michael,medium
10300,33,167.33,5,5521.89,2018-10-04,771,shipped,classic cars,194,s12_1099,"blauer see auto, co.",+49 69 66 90 2555,lyonerstr. 34,frankfurt,60528,germany,keitel,roland,medium
10310,33,210.14,10,6934.62,2019-10-16,395,shipped,classic cars,194,s12_1099,"toms spezialitten, ltd",0221-5554327,mehrheimerstr. 369,koln,50739,germany,pfalzheim,henriette,medium
10320,31,221.81,3,6876.11,2019-11-03,378,shipped,classic cars,194,s12_1099,"volvo model replicas, co",0921-12 3555,berguvsvgen  8,lule,s-958 22,sweden,berglund,christina,medium
10329,41,71.47,5,2930.27,2019-11-15,367,shipped,classic cars,194,s12_1099,land of toys inc.,2125557818,897 long airport avenue,nyc,10022,usa,yu,kwai,small
10341,45,79.65,2,3584.25,2019-11-24,359,shipped,classic cars,194,s12_1099,salzburg collectables,6562-9555,geislweg 14,salzburg,5020,austria,pipps,georg,medium
10363,33,85.39,3,2817.87,2020-01-06,317,shipped,classic cars,194,s12_1099,suominen souveniers,+358 9 8045 555,"software engineering center, sec oy",espoo,fin-02271,finland,suominen,kalle,small
10375,45,76.0,7,3420.0,2020-02-03,290,shipped,classic cars,194,s12_1099,la rochelle gifts,40.67.8555,"67, rue des cinquante otages",nantes,44000,france,labrune,janine,medium
10389,26,99.04,4,2575.04,2020-03-03,262,shipped,classic cars,194,s12_1099,scandinavian gift ideas,0695-34 6555,?kergatan 24,boras,s-844 67,sweden,larsson,maria,small
10419,12,163.44,13,1961.28,2020-05-17,188,shipped,classic cars,194,s12_1099,salzburg collectables,6562-9555,geislweg 14,salzburg,5020,austria,pipps,georg,small
10105,41,211.96,15,8690.36,2018-02-11,1015,shipped,classic cars,207,s12_1108,danish wholesale imports,31 12 3555,vinb'ltet 34,kobenhavn,1734,denmark,petersen,jytte,large
10117,33,182.86,9,6034.38,2018-04-16,952,shipped,classic cars,207,s12_1108,"dragon souveniers, ltd.",+65 221 7555,"bronz sok., bronz apt. 3/6 tesvikiye",singapore,79903,singapore,natividad,eric,medium
10127,46,245.2,2,11279.2,2018-06-03,905,shipped,classic cars,207,s12_1108,muscle machine inc,2125557413,4092 furth circle,nyc,10022,usa,young,jeff,large
10142,33,243.13,12,8023.29,2018-08-08,840,shipped,classic cars,207,s12_1108,mini gifts distributors ltd.,4155551450,5677 strong st.,san rafael,97562,usa,nelson,valarie,large
10153,20,245.2,11,4904.0,2018-09-28,790,shipped,classic cars,207,s12_1108,euro shopping channel,(91) 555 94 44,"c/ moralzarzal, 86",madrid,28034,spain,freyre,diego,medium
10165,44,195.33,3,8594.52,2018-10-22,767,shipped,classic cars,207,s12_1108,"dragon souveniers, ltd.",+65 221 7555,"bronz sok., bronz apt. 3/6 tesvikiye",singapore,79903,singapore,natividad,eric,large
10176,33,226.5,2,7474.5,2018-11-06,753,shipped,classic cars,207,s12_1108,l'ordine souveniers,0522-556555,strada provinciale 124,reggio emilia,42100,italy,moroni,maurizio,large
10185,21,184.94,13,3883.74,2018-11-14,746,shipped,classic cars,207,s12_1108,mini creations ltd.,5085559555,4575 hillside dr.,new bedford,50553,usa,tam,wing c,medium
10196,47,189.1,5,8887.7,2018-11-26,735,shipped,classic cars,207,s12_1108,super scale inc.,2035559545,567 north pendale street,new haven,97823,usa,murphy,leslie,large
10208,46,187.02,13,8602.92,2019-01-02,699,shipped,classic cars,207,s12_1108,"saveley & henriot, co.",78.32.5555,"2, rue du commerce",lyon,69004,france,saveley,mary,large
10220,32,224.42,2,7181.44,2019-02-12,659,shipped,classic cars,207,s12_1108,"clover collections, co.",+353 1862 1555,25 maiden lane,dublin,2,ireland,cassidy,dean,large
10231,42,199.49,2,8378.58,2019-03-19,625,shipped,classic cars,207,s12_1108,caf imports,+34 913 728 555,"merchants house, 27-30 merchant's quay",madrid,28023,spain,fernandez,jesus,large
10247,44,241.05,2,10606.2,2019-05-05,579,shipped,classic cars,207,s12_1108,suominen souveniers,+358 9 8045 555,"software engineering center, sec oy",espoo,fin-02271,finland,suominen,kalle,large
10272,35,166.24,2,5818.4,2019-07-20,504,shipped,classic cars,207,s12_1108,diecast classics inc.,2155551555,7586 pompton st.,allentown,70267,usa,yu,kyung,medium
10282,41,172.47,5,7071.27,2019-08-20,474,shipped,classic cars,207,s12_1108,mini gifts distributors ltd.,4155551450,5677 strong st.,san rafael,97562,usa,nelson,valarie,large
10293,46,182.86,8,8411.56,2019-09-09,455,shipped,classic cars,207,s12_1108,amica models & co.,011-4988555,via monte bianco 34,torino,10100,italy,accorti,paolo,large
10306,31,211.96,13,6570.76,2019-10-14,421,shipped,classic cars,207,s12_1108,"av stores, co.",(171) 555-1555,fauntleroy circus,manchester,ec2 5nt,uk,ashworth,victoria,medium
10314,38,209.88,5,7975.44,2019-10-22,414,shipped,classic cars,207,s12_1108,heintze collectables,86 21 3555,smagsloget 45,aaarhus,8200,denmark,ibsen,palle,large
10325,42,64.0,8,2688.0,2019-11-05,401,shipped,classic cars,207,s12_1108,baane mini imports,07-98 9555,erling skakkes gate 78,stavern,4110,norway,bergulfsen,jonas,small
10336,33,57.22,10,1888.26,2019-11-20,387,shipped,classic cars,207,s12_1108,"la corne d'abondance, co.",(1) 42.34.2555,"265, boulevard charonne",paris,75012,france,bertrand,marie,small
10348,48,52.36,8,2513.28,2019-11-01,407,shipped,classic cars,207,s12_1108,"corrida auto replicas, ltd",(91) 555 22 82,"c/ araquil, 67",madrid,28023,spain,sommer,mart¡n,small
10359,42,113.44,8,4764.48,2019-12-15,364,shipped,classic cars,207,s12_1108,reims collectables,26.47.1555,59 rue de l'abbaye,reims,51100,france,henriot,paul,medium
10371,32,111.27,6,3560.64,2020-01-23,326,shipped,classic cars,207,s12_1108,mini gifts distributors ltd.,4155551450,5677 strong st.,san rafael,97562,usa,nelson,valarie,medium
10382,34,112.46,10,3823.64,2020-02-17,302,shipped,classic cars,207,s12_1108,mini gifts distributors ltd.,4155551450,5677 strong st.,san rafael,97562,usa,nelson,valarie,medium
10395,33,69.12,1,2280.96,2020-03-17,274,shipped,classic cars,207,s12_1108,lyon souveniers,+33 1 46 62 7555,27 rue du colonel pierre avia,paris,75508,france,da cunha,daniel,small
10413,36,241.05,2,8677.8,2020-05-05,226,shipped,classic cars,207,s12_1108,gift depot inc.,2035552570,25593 south bay ln.,bridgewater,97562,usa,king,julie,large
10103,27,125.74,8,3394.98,2018-01-29,1054,shipped,trucks and buses,136,s12_1666,baane mini imports,07-98 9555,erling skakkes gate 78,stavern,4110,norway,bergulfsen,jonas,medium
10113,21,162.64,2,3415.44,2018-03-26,999,shipped,trucks and buses,136,s12_1666,mini gifts distributors ltd.,4155551450,5677 strong st.,san rafael,97562,usa,nelson,valarie,medium
10126,21,116.17,8,2439.57,2018-05-28,937,shipped,trucks and buses,136,s12_1666,"corrida auto replicas, ltd",(91) 555 22 82,"c/ araquil, 67",madrid,28023,spain,sommer,mart¡n,small
10140,38,127.1,8,4829.8,2018-07-24,881,shipped,trucks and buses,136,s12_1666,technics stores inc.,6505556809,9408 furth circle,burlingame,94217,usa,hirano,juri,medium
10150,30,136.67,5,4100.1,2018-09-19,825,shipped,trucks and buses,136,s12_1666,"dragon souveniers, ltd.",+65 221 7555,"bronz sok., bronz apt. 3/6 tesvikiye",singapore,79903,singapore,natividad,eric,medium
10164,49,133.94,6,6563.06,2018-10-21,794,resolved,trucks and buses,136,s12_1666,mini auto werke,7675-3555,kirchgasse 6,graz,8010,austria,mendel,roland,medium
10174,43,158.54,1,6817.22,2018-11-06,779,shipped,trucks and buses,136,s12_1666,"australian gift network, co",61-7-3844-6555,31 duncan st. west end,south brisbane,4101,australia,calaghan,tony,medium
10183,41,150.34,5,6163.94,2018-11-13,773,shipped,trucks and buses,136,s12_1666,"classic gift ideas, inc",2155554695,782 first street,philadelphia,71270,usa,cervantes,francisca,medium
10194,38,129.84,8,4933.92,2018-11-25,762,shipped,trucks and buses,136,s12_1666,"saveley & henriot, co.",78.32.5555,"2, rue du commerce",lyon,69004,france,saveley,mary,medium
10206,28,144.87,3,4056.36,2018-12-05,753,shipped,trucks and buses,136,s12_1666,canadian gift exchange network,(604) 555-3392,1900 oak st.,vancouver,v3f 2k1,canada,tannamuri,yoshi,medium
10216,43,133.94,1,5759.42,2019-02-02,695,shipped,trucks and buses,136,s12_1666,auto assoc. & cie.,30.59.8555,"67, avenue de l'europe",versailles,78000,france,tonini,daniel,medium
10229,25,138.04,13,3451.0,2019-03-11,659,shipped,trucks and buses,136,s12_1666,mini gifts distributors ltd.,4155551450,5677 strong st.,san rafael,97562,usa,nelson,valarie,medium
10245,38,155.8,6,5920.4,2019-05-04,606,shipped,trucks and buses,136,s12_1666,super scale inc.,2035559545,567 north pendale street,new haven,97823,usa,murphy,leslie,medium
10258,41,162.64,3,6668.24,2019-06-15,565,shipped,trucks and buses,136,s12_1666,"tokyo collectables, ltd",+81 3 3584 0555,2-2-8 roppongi,minato-ku,106-0032,japan,shimamura,akiko,medium
10270,28,146.24,6,4094.72,2019-07-19,532,shipped,trucks and buses,136,s12_1666,souveniers and things co.,+61 2 9495 8555,"monitor money building, 815 pacific hwy",chatswood,2067,australia,huxley,adrian,medium
10281,25,117.54,13,2938.5,2019-08-19,502,shipped,trucks and buses,136,s12_1666,diecast classics inc.,2155551555,7586 pompton st.,allentown,70267,usa,yu,kyung,small
10291,41,155.8,8,6387.8,2019-09-08,483,shipped,trucks and buses,136,s12_1666,scandinavian gift ideas,0695-34 6555,?kergatan 24,boras,s-844 67,sweden,larsson,maria,medium
10304,39,164.0,3,6396.0,2019-10-11,451,shipped,trucks and buses,136,s12_1666,auto assoc. & cie.,30.59.8555,"67, avenue de l'europe",versailles,78000,france,tonini,daniel,medium
10313,21,127.1,11,2669.1,2019-10-22,441,shipped,trucks and buses,136,s12_1666,canadian gift exchange network,(604) 555-3392,1900 oak st.,vancouver,v3f 2k1,canada,tannamuri,yoshi,small
10322,27,177.19,9,4784.13,2019-11-04,429,shipped,trucks and buses,136,s12_1666,online diecast creations co.,6035558647,2304 long airport avenue,nashua,62005,usa,young,valarie,medium
10347,29,123.67,3,3586.43,2019-11-29,405,shipped,trucks and buses,136,s12_1666,"australian collectors, co.",03 9520 4555,636 st kilda road,melbourne,3004,australia,ferguson,peter,medium
10357,49,121.64,8,5960.36,2019-12-10,395,shipped,trucks and buses,136,s12_1666,mini gifts distributors ltd.,4155551450,5677 strong st.,san rafael,97562,usa,nelson,valarie,medium
10370,49,172.86,8,8470.14,2020-01-20,355,shipped,trucks and buses,136,s12_1666,"anna's decorations, ltd",02 9936 8555,201 miller street,north sydney,2060,australia,o'hara,anna,large
10391,39,63.2,9,2464.8,2020-03-09,307,shipped,trucks and buses,136,s12_1666,"anna's decorations, ltd",02 9936 8555,201 miller street,north sydney,2060,australia,o'hara,anna,small
10411,40,155.8,6,6232.0,2020-05-01,255,shipped,trucks and buses,136,s12_1666,quebec home shopping network,(514) 555-8054,43 rue st. laurent,montreal,h1j 1c3,canada,fresnisre,jean,medium
10424,49,162.64,3,7969.36,2020-05-31,226,in process,trucks and buses,136,s12_1666,euro shopping channel,(91) 555 94 44,"c/ moralzarzal, 86",madrid,28034,spain,freyre,diego,large
10107,21,144.6,1,3036.6,2018-02-24,1054,shipped,motorcycles,150,s12_2823,land of toys inc.,2125557818,897 long airport avenue,nyc,10022,usa,yu,kwai,medium
10121,50,165.68,4,8284.0,2018-05-07,983,shipped,motorcycles,150,s12_2823,reims collectables,26.47.1555,59 rue de l'abbaye,reims,51100,france,henriot,paul,large
10134,20,135.56,1,2711.2,2018-07-01,929,shipped,motorcycles,150,s12_2823,lyon souveniers,+33 1 46 62 7555,27 rue du colonel pierre avia,paris,75508,france,da cunha,daniel,small
10145,49,170.2,5,8339.8,2018-08-25,875,shipped,motorcycles,150,s12_2823,toys4grownups.com,6265557265,78934 hillside dr.,pasadena,90003,usa,young,julie,large
10169,35,132.55,13,4639.25,2018-11-04,805,shipped,motorcycles,150,s12_2823,"anna's decorations, ltd",02 9936 8555,201 miller street,north sydney,2060,australia,o'hara,anna,medium
10180,40,168.69,8,6747.6,2018-11-11,799,shipped,motorcycles,150,s12_2823,daedalus designs imports,20.16.1555,"184, chausse de tournai",lille,59000,france,rance,martine,medium
10189,28,161.16,1,4512.48,2018-11-18,793,shipped,motorcycles,150,s12_2823,toys4grownups.com,6265557265,78934 hillside dr.,pasadena,90003,usa,young,julie,medium
10211,36,132.55,13,4771.8,2019-01-15,736,shipped,motorcycles,150,s12_2823,auto canal petit,(1) 47.55.6555,"25, rue lauriston",paris,75016,france,perrier,dominique,medium
10224,43,141.58,6,6087.94,2019-02-21,700,shipped,motorcycles,150,s12_2823,daedalus designs imports,20.16.1555,"184, chausse de tournai",lille,59000,france,rance,martine,medium
10237,32,131.04,6,4193.28,2019-04-05,658,shipped,motorcycles,150,s12_2823,vitachrome inc.,2125551500,2678 kingston rd.,nyc,10022,usa,frick,michael,medium
10251,46,164.18,1,7552.28,2019-05-18,616,shipped,motorcycles,150,s12_2823,tekni collectables inc.,2015559350,7476 moss rd.,newark,94019,usa,brown,william,large
10263,48,134.05,1,6434.4,2019-06-28,576,shipped,motorcycles,150,s12_2823,gift depot inc.,2035552570,25593 south bay ln.,bridgewater,97562,usa,king,julie,medium
10276,43,120.5,14,5181.5,2019-08-02,542,shipped,motorcycles,150,s12_2823,online mini collectables,6175557555,7635 spinnaker dr.,brickhaven,58339,usa,barajas,miguel,medium
10285,49,140.08,5,6863.92,2019-08-27,518,shipped,motorcycles,150,s12_2823,marta's replicas co.,6175558555,39323 spinnaker dr.,cambridge,51247,usa,hernandez,marta,medium
10299,24,173.21,8,4157.04,2019-09-30,485,shipped,motorcycles,150,s12_2823,"toys of finland, co.",90-224 8555,keskuskatu 45,helsinki,21240,finland,karttunen,matti,medium
10309,26,179.24,4,4660.24,2019-10-15,471,shipped,motorcycles,150,s12_2823,baane mini imports,07-98 9555,erling skakkes gate 78,stavern,4110,norway,bergulfsen,jonas,medium
10319,30,137.06,9,4111.8,2019-11-03,453,shipped,motorcycles,150,s12_2823,microscale inc.,2125551957,5290 north pendale street,nyc,10022,usa,kuo,kee,medium
10329,24,147.61,6,3542.64,2019-11-15,442,shipped,motorcycles,150,s12_2823,land of toys inc.,2125557818,897 long airport avenue,nyc,10022,usa,yu,kwai,medium
10341,55,147.61,8,8118.55,2019-11-24,434,shipped,motorcycles,150,s12_2823,salzburg collectables,6562-9555,geislweg 14,salzburg,5020,austria,pipps,georg,large
10362,22,176.23,1,3877.06,2020-01-05,393,shipped,motorcycles,150,s12_2823,technics stores inc.,6505556809,9408 furth circle,burlingame,94217,usa,hirano,juri,medium
10375,49,78.92,13,3867.08,2020-02-03,365,shipped,motorcycles,150,s12_2823,la rochelle gifts,40.67.8555,"67, rue des cinquante otages",nantes,44000,france,labrune,janine,medium
10388,44,135.26,6,5951.44,2020-03-03,337,shipped,motorcycles,150,s12_2823,fungiftideas.com,5085552555,1785 first street,new bedford,50553,usa,benitez,violeta,medium
10403,66,131.04,6,8648.64,2020-04-08,302,shipped,motorcycles,150,s12_2823,"uk collectables, ltd.",(171) 555-2282,berkeley gardens 12  brewery,liverpool,wx1 6lt,uk,devon,elizabeth,large
10417,21,164.18,1,3447.78,2020-05-13,268,disputed,motorcycles,150,s12_2823,euro shopping channel,(91) 555 94 44,"c/ moralzarzal, 86",madrid,28034,spain,freyre,diego,medium
10104,34,175.25,1,5958.5,2018-01-31,1102,shipped,classic cars,151,s12_3148,euro shopping channel,(91) 555 94 44,"c/ moralzarzal, 86",madrid,28034,spain,freyre,diego,medium
10117,43,137.48,10,5911.64,2018-04-16,1028,shipped,classic cars,151,s12_3148,"dragon souveniers, ltd.",+65 221 7555,"bronz sok., bronz apt. 3/6 tesvikiye",singapore,79903,singapore,natividad,eric,medium
10127,46,160.14,3,7366.44,2018-06-03,981,shipped,classic cars,151,s12_3148,muscle machine inc,2125557413,4092 furth circle,nyc,10022,usa,young,jeff,large
10142,33,151.08,13,4985.64,2018-08-08,916,shipped,classic cars,151,s12_3148,mini gifts distributors ltd.,4155551450,5677 strong st.,san rafael,97562,usa,nelson,valarie,medium
10153,42,128.42,12,5393.64,2018-09-28,866,shipped,classic cars,151,s12_3148,euro shopping channel,(91) 555 94 44,"c/ moralzarzal, 86",madrid,28034,spain,freyre,diego,medium
10165,34,143.53,4,4880.02,2018-10-22,843,shipped,classic cars,151,s12_3148,"dragon souveniers, ltd.",+65 221 7555,"bronz sok., bronz apt. 3/6 tesvikiye",singapore,79903,singapore,natividad,eric,medium
10176,47,178.27,3,8378.69,2018-11-06,829,shipped,classic cars,151,s12_3148,l'ordine souveniers,0522-556555,strada provinciale 124,reggio emilia,42100,italy,moroni,maurizio,large
10185,33,122.37,14,4038.21,2018-11-14,822,shipped,classic cars,151,s12_3148,mini creations ltd.,5085559555,4575 hillside dr.,new bedford,50553,usa,tam,wing c,medium
